Label ID,Name,Specialization,Status,Country,Website,Online Shopping
50635,A and A Records,,active,United Kingdom,,
12384,A Date with Elvis,,closed,,,
58952,A Hole to Rot In Records,,active,,,
24703,A Coming of a War,,active,Chile,,
45108,A Black Card,,active,Cameroon,,
61551,A for Aleph Records,,active,Pakistan,https://www.aforaleph.com/,Yes
38677,A Casa do Rock,,active,Spain,http://acasadorock.com/,
38708,A Fine Day to Die Records,Black Metal,active,Spain,,
12266,A da FRAN Discos,Heavy Metal,closed,Brazil,,
3845,A Dark Philosophy Records,,active,,,
29870,A Forja,Heavy Metal,closed,Portugal,,
32435,A & R Select,,active,United States,,
22592,A Koffin Not Found,Black Metal,unknown,Denmark,,
2923,A la Caza de Ñu Producciones,"Hard Rock, Heavy Metal",changed name,Spain,,
63623,A la Dérive Records,"Sludge Metal, Post-Metal",active,France,,
15881,A Living Room Records,,active,,http://www.livingroomrecords.net/,
16229,A Matter of Image,,closed,United States,,
63864,A Mild Live Productions,,unknown,Indonesia,,
49531,A Moment of Clarity Recordings,,active,United States,,
51372,A Monsters Tears Music,,active,France,,
44644,A Monument Dies Records,,active,Argentina,,
22819,A New Label,,closed,Spain,,
64181,A New Low Records,,closed,United States,,
64676,A Pale Wizard,,active,Unknown,,
5891,A Pile of Dirt Music,,unknown,Germany,http://myspace.com/apileofdirtmusic,
52666,A Pile of Dirt-Music Records,,active,,,
48306,A Pile of Graves Records,Black Metal,active,Italy,http://apileofgraves.com/,Yes
52713,A Prenda Música Produções,,active,Brazil,,
51974,A Private Collection,,closed,Indonesia,,
27145,A Product of Six Cents,"Hardcore, Grindcore, Powerviolence",active,United States,,
41156,A Realm of Light Records,,active,France,,
34436,A Room with View Records,,active,Indonesia,,
23064,A Rose for Emily Records,Rock,closed,Norway,,
47471,A S P,,closed,United States,,
9065,A Sad Sadness Song,Black Metal,active,Italy,http://atmf.net/category/commilitones/a-sad-sadness-song/,
1998,A Sangre Fría Records,"Black Metal, Death Metal",active,Peru,http://myspace.com/asangrefriarecs/,
19025,A Satan's Wrath Production,Black Metal,active,Germany,,
24883,A Smack in All the Mouth Records,,active,Spain,http://asmackinallthemouthrecords.yolasite.com/,
63757,A song about isis,,unknown,United States,,
30303,A Soundesign Recording,,unknown,United States,,
19801,A Splifford Production,Grindcore,closed,United States,,
54766,A Tant Rêver du Roi,,active,France,,
20304,A Terre Records,"Minnesotan Black Metal, Noise",closed,United States,http://aterrerecords.blogspot.com,Yes
62114,A Thousand Arms,,active,United States,https://www.athousandarms.com/,
53894,A Tope Producciones,"Hard Rock, Heavy Metal, Power Metal",active,Spain,http://atopeproducciones.com/,
42072,A Tutiplén Records,,active,Peru,,
44045,A View from a Hole,Extreme Metal,active,Italy,,
21404,A Wolf at Your Door Records,,active,United Kingdom,http://www.wolfatyourdoor.com/,
30272,A World Beyond Records,,active,Spain,,
56411,A World We Never Made,"Punk, Hardcore",active,United Kingdom,http://aworldwenevermadediy.blogspot.com,Yes
10000,A-Bomb Records,,active,United States,http://www.abombrecords.com/,
59946,A-Force,,unknown,Japan,,
43795,A-Lo Records,,active,Austria,,
6460,A-Minor Records,,active,Switzerland,http://www.a-minor-records.ch/index.php?id=2&L=0,
39833,A-N Records,,active,Colombia,,
48816,A-No.1 Records,,active,Japan,,
48444,A-One Records,,closed,Russia,,
26369,A-stereo-id,,active,Germany,http://www.a-stereo-id.de/,
35627,A-Team,,unknown,,,
37729,A-Wat Records,,closed,Germany,,
45686,A. A. A. Prods.,Black Metal,active,Ecuador,,
37152,A. ROD Records,,active,Colombia,https://www.facebook.com/ARODrecord,
3838,A.a.W.o.S,,active,France,,
54461,A.B. Services,,unknown,Czechia,,
10101,A.C.M.E. Records,Heavy Metal,closed,United States,,
56794,A.C.S. Records,,closed,United Kingdom,,
3836,A.D Agency,,closed,Italy,,
40708,A.D. Records,,closed,Ukraine,,
41978,A.D.D. Records,"Punk, Hardcore",closed,United States,,
58401,A.D.G Records,,active,Germany,https://www.facebook.com/ADG-Records-110625704833346,
63429,A.D.G. Records,,active,,,
37731,A.D.P. Records,"Crust Punk, Grindcore",closed,Italy,,
10003,A.D.S.R. Musicwerks,"Synthpop, Industrial",closed,United States,,
62859,A Reason Why Records,,unknown,United States,,
43944,A.G.C.,,closed,Russia,,
753,A.H.F.L.,"Black Metal, Dark Ambient, NSBM",closed,Sweden,,
10008,A.H.M.E.,,closed,Spain,,
61092,A.H.T. Records,,closed,,,
51424,A.H.U.B Production,Various,active,Germany,https://www.ahubrec666.blogspot.ru/,
33690,A.I.C.S.,,closed,Italy,,
61921,A.K. Müzik,,active,Türkiye,,
6511,A.K.A. Records,,closed,,,
35470,A.L.D Distro,,active,France,,
61017,A.L.M. Production,,closed,United States,,
10011,A.L.P.,Thrash Metal,closed,,,
37745,A.L.P. Tapes,"Grindcore, Crust Punk, D-Beat",closed,Sweden,,
43058,A.M. Songs and Music Productions ‎,,closed,Italy,,
10013,A.M.A,,closed,Türkiye,,
50487,A.M.A.,,unknown,Czechia,,
514,A.M.F. Productions,"NSBM, Black Metal",unknown,Bulgaria,,
30252,A.M.F. Taktiks,Black Metal,closed,Russia,,
10006,A-F Records,"Punk, Rock",active,United States,http://www.anti-flag.com/,Yes
36067,A.M.P. Production,,closed,Russia,,
26672,A.M.P. Recordings,Power Metal,closed,United States,,
2341,A.M.S.G.,Black Metal,closed,France,,
62965,A.N. Prod,,closed,Unknown,,
27908,A.O.T.T.,Black Metal,closed,Mexico,,
10005,A.E.C.J.H,Speed Metal,closed,France,,
58137,A.R. Production,,unknown,,,
45171,A.R.M. Publishing,,closed,United States,,
10021,A.R.S.,Heavy Metal,closed,Sweden,,
58138,A.R.T. Entertainment,,unknown,United States,,
1821,A.R.T. Records,Christian Death/Thrash Metal,closed,United States,,
57797,A.S.,,active,,,
10566,A.S.A. Productions,Black Metal,unknown,,,
10022,A.S.B.L.,Doom Metal,closed,,,
10023,A.S.M.,,closed,Finland,,
56901,A.S.S. Organization,,closed,Japan,,
38584,A.SH.C. Prod.,,active,Russia,,
62182,A.T.A. Records,,unknown,Austria,,
10026,A.T.E.,Heavy Metal,closed,Australia,,
37316,A.T.M. Records,,closed,United States,,
10028,A.V. Arts,,closed,,,
53753,A.X. Media Recordings,,active,United States,https://morktblod.bandcamp.com/,Yes
48014,A.X. Records,"Rock, Metal",active,United Kingdom,http://morktblod.bandcamp.com,Yes
36006,A'Vista,,closed,Romania,,
3837,A*Vision Entertainment,,closed,United States,,
33440,A&A Records,,active,Romania,http://www.alma.ro/,
44079,A&C,,closed,Japan,,
10031,A&M Records,Various,active,United States,http://www.amoctone.com/,
62126,A.H.F. Productions,,active,,,
10032,A&N,,closed,Chile,,
40075,A&R Productions,,unknown,Italy,,
4818,a⋅b⋅s Records,Heavy/Speed/Power/Thrash Metal,closed,Germany,,
6463,A1 Music,,unknown,Finland,http://www.a1music.fi/,
53661,A2 Records,,closed,Unknown,,
9996,A2Z Records,"Hard Rock, Heavy Metal",closed,Germany,,
1052,A389 Recordings,"Hardcore, Metal",active,United States,http://www.a389records.com/site/,Yes
29923,A5 Production,"Dark Ambient, Drone, Noise, Extreme Metal",active,Ukraine,http://aprod.kiev.ua/,
21706,A80,,unknown,,,
31886,AA Recordings,,active,Japan,,
6461,AA Records,,unknown,,http://www.wolfeyes.net/aarecords/latestreleases.html,
50263,AA Records,Punk/Oi!,active,Japan,https://www.aarecord.com/,
43781,AA+ Records,,unknown,,,
46005,AAA Music Publishing,,closed,Russia,,
31629,AAAA Records,,closed,Russia,,
542,Aaarrg Records,Thrash/Speed Metal,active,Germany,,
45098,Aaarrr6g6g6ghhh!!!... Records,Heavy/Black/Death/Thrash Metal,active,Bolivia,,
10035,Aabenraa Studio,,closed,Denmark,,
10037,Aagoo Records,,unknown,United States,http://www.aagoo.com/,
56522,AAK Records,"Beatdown Hardcore, Death Metal",active,Germany,https://aak-hardwear-records.mybranchbob.com,
55225,AAMON,,closed,United States,,
36542,AAO Music,,active,United States,,
4821,Aardvark Records,Death Metal,closed,United States,,
21707,Aartee Music,,unknown,,,
41530,Aavetaajuus,,active,Finland,,
61051,AB,,closed,,,
10040,Ab Discophon,Thrash Metal,closed,,,
3199,AB Records,Heavy/Power Metal,closed,Italy,,
29459,Ab Sibillinis Montibus Artificii,,unknown,Italy,,
28323,AB Studio,,unknown,Czechia,,
43799,Aback Distribuce Records,"Punk, Crust, Hardcore",active,Czechia,http://abackdistrorecords.blogspot.com,
2677,Abacus Recordings,"Math Metal, Mathcore, Noisecore, Melodic Hardcore, Metalcore",closed,United States,,
60886,Abacus Recordings Europe,Metalcore,closed,Germany,,
49731,Abaddon Records,,unknown,United States,,
62661,Abadox Studios,"Thrash Metal, Groove Metal, Death Metal",active,Canada,,
10042,Abandon Records,Stoner Metal,active,Germany,http://www.abandonrecords.com/,
45739,Abandon Tapes,,active,Finland,https://abandontapes.bandcamp.com/,Yes
55507,Abanico,,closed,Spain,,
55692,AbArt Corruption,,active,Germany,https://www.facebook.com/AbArt-Corruption-106864954467497,Yes
60291,Abart Records,"Noise, Black Metal, Experimental, Punk",on hold,Germany,https://abart-records.bandcamp.com,
34054,A&M Releases,"Heavy Metal, Power Metal",active,Israel,,
6465,Abasolo,"Black Metal, Ambient",closed,Chile,,
55152,Abathrash,,closed,France,,
10045,Abattoir,,unknown,,,
10047,Abba de Porc,,closed,,,
48553,Abbath Uma Delta,,active,United States,,
49386,Abbath's Corpsepaint Sucks Records,,closed,Denmark,,
51916,"Abbey Normal Productions, Inc.",,closed,United States,,
33625,Abbey Road Studios,"Pop, Rock, Metal",active,United Kingdom,http://www.abbeyroad.com/,
10048,Abbo,Death Metal,closed,United States,,
45830,Abbruch Records,,active,Germany,,
45823,ABC Terror Records,"Heavy, Grindcore, Death, Black, Speed",active,Brazil,https://www.abcterror.com.br,Yes
24348,Abcreation,,unknown,Japan,,
10049,Abditus Vultus,,closed,,,
21708,Abducias,,unknown,,,
43005,Abducted Records,,active,United States,,
33228,Abekeit Records,,active,Germany,http://abekeit.com/,
49140,Abeona Records,,active,Türkiye,,
57961,Aberdeen Recording Studios,,closed,United States,,
10050,Aberrant Productions,Brutal Death Metal/Grindcore,closed,France,,
60268,Aberrarte,,active,Brazil,,
6467,Aberration Satellite,,active,United States,,
48732,A.O.W.T.D. Tapes,,unknown,Canada,,
10052,ABF Söderhamn,,closed,Sweden,,
52511,Abgrund Records,,unknown,Unknown,,
28821,Abgurd,,unknown,,,
3200,Abhore Records,,unknown,Canada,https://myspace.com/abhorerecords,
10055,Abhorrent Creation Tapes,,active,France,,
36739,Abhorrent Productions,,active,,,
40473,Abhorrent Technology Records,,active,,,
42723,Abigail Records,,active,Brazil,http://abigailrecords.com/,Yes
60630,Abiosis Records,,closed,Brazil,,
47890,Abismal Records Productions,,unknown,Mexico,,
26607,Abismo 666 Records,Death Metal,active,Bolivia,http://www.abismoblogzine.com/,
57492,Abismo Metal Store,,active,Brazil,http://www.abismometalstore.com.br,
33173,Abartigkeit,,closed,Germany,http://abartigkeit.com,
48719,Aakuluk Music,,active,Canada,http://www.aakulukmusic.com/,Yes
53884,Abetxukoko Gazte Batzordea,,unknown,Spain,,
4819,A.M.I. Productions,Black / Death Metal,closed,France,,
36782,Abismo Productions,,active,Brazil,,
3840,Abitbol,,closed,France,,
48091,Abjuración Records,Black Metal,active,Chile,,
2678,Ablated Records,Brutal Death Metal,active,United States,https://www.facebook.com/ablatedrecords,
26194,Ablation Inc.,,active,,,
754,Ablaze Productions,"Black, Death, Thrash Metal",active,Mexico,https://ablazeprods666.bandcamp.com/merch,Yes
64138,Able Label,,unknown,Germany,,
57673,Abnegate Inc.,"Black, Death, Speed, Thrash Metal, Grindcore, Crust etc.",active,Netherlands,https://rawskullrecordz.com/nl/,Yes
10059,Abnormal Beer Terrorism Records,"Grindcore, Noise",closed,Slovenia,,
3841,Abnormal Disarray,Thrash/Doom Metal,closed,Norway,,
43577,Abnormal Exaggeration Records,,active,Japan,http://abnormalexaggerationrecords.bigcartel.com/,Yes
42439,Abnormal Gait Records,,closed,United States,,
2045,Abnormal Tapes,"Grind, Noise, Experimental",closed,Slovenia,,
39619,Abnormality Musick Distribution,Brutal Death Metal,active,Germany,https://www.facebook.com/pages/Abnormality-Musick-Distribution/4786019,
51997,Abnormis Producciones,,active,Bolivia,,
40930,Åbo Deadbangers Records,Black Metal,unknown,Finland,http://www.blackflamesofblasphemy.fi/,
58201,Abölition Productions,"Metal, Punk, Noise.",active,Mexico,,
59469,Abominable Records,,active,United States,,
42437,"Abomination Records, Ltd","Black, Thrash, Death, Doom metal",active,Spain,http://abominationrecords.webs.com/,Yes
33242,Abominatrix Records,,active,United States,,
43277,Aborsi Record,,unknown,Indonesia,,
2679,Abort the World,"Hardcore, Grindcore, Death Metal, Black Metal",closed,United States,,
30086,Aborted Existence,Raw Black Metal,closed,United States,,
58548,Aborted Flesh Records,"Death Metal, Grindcore",active,Mexico,,
6469,Aborted Records,Brutal Death Metal,unknown,Mexico,https://myspace.com/abortedrecords,
2680,Aborted Society Records,"Punk, Crust, Hardcore",active,United States,http://www.abortedsociety.com,Yes
6470,Abortion Productions,Black Metal,on hold,Belarus,,
26088,Aborto de Perra Records,"Goregrind, Noise",active,Colombia,,
25446,About Rock Records,,unknown,Italy,,
57027,About Us Records,,active,Austria,,
60771,Above Archive,,active,Indonesia,,
56905,ABR Discos,,closed,Argentina,,
10063,Abracadabra,,active,,,
3201,AbraCadaver,,closed,Poland,,
60535,Abrahamwish. Records,All genre style,active,Indonesia,,
53885,Abrams Records,,active,United States,,
38489,Abran Records,,active,Hungary,http://abran.atw.hu/,
43239,Abrasax Distro & Records,Black Metal/Thrash Metal/Death Metal,unknown,Brazil,,
40003,Abraxan Hymns,Progressive Sludge Metal/Progressive Rock,active,United States,,
58055,Abraxas Distro,,active,Mexico,,
4822,Abraxas Records,,active,Italy,http://www.abraxasrecords.com/showPage.php?template=album&masterPage=h,
53080,Abridged Pause Enterprises,,active,Canada,http://www.abridgedpause.com,
28190,Abridged Pause Recordings,"Atmospheric/Post-(Black) Metal, Post-Rock, Dark Ambient",active,Canada,https://www.abridgedpause.com,Yes
38120,Abril Music,Various,closed,Brazil,,
2681,ABS Records,Heavy Metal,closed,United Kingdom,,
6471,Abschädel,,closed,,,
35387,Absenter,,active,,,
10064,Absint,,closed,,,
10065,Absolucian,,active,United States,,
42433,Absolute Contempt Records,"Hardcore, Grindcore, Metal",active,United States,https://absolutecontemptrecords.bandcamp.com,
10066,Absolute Hell Productions,Black Metal,closed,Israel,http://www.absolutehell.com/,
59765,Absolute Infinity,Sludge/Groove Metal,closed,United States,,
49818,Absolute Label Services,Independent artists and labels,active,United Kingdom,https://absolutelabelservices.com,
33548,Absolute Power Records,"Grind, thrash, black, death, crustpunk",active,United States,https://www.facebook.com/axpxr,
6472,Absolute Proud,,closed,Indonesia,,
40983,Absolute Records,,unknown,United States,,
40984,Absolute Records,,unknown,,,
52789,Absolute Records,,closed,United States,,
43443,Absolute Underground Records,"Punk, Hardcore, Metal",unknown,Canada,http://absoluteunderground.tv/au-records,
10068,Absolute Zero Media,"Ambient, Industrial, Noise",active,United States,http://azm-magazine.blogspot.com/,
45152,Abraxas,Psychedelic,active,Brazil,http://abraxas.fm/,Yes
61079,Absolutely Sweet Tapes,,closed,Finland,,
41526,AbsoluTon,,unknown,Unknown,,
6473,Absorb Records,,unknown,Belgium,,
49556,Absortum Records,"Rock, Metal and subgenres",active,Venezuela,,
42691,Abstract Distribution,,active,United States,http://abstractdistribution.com,
1374,Abstract Emotions,Black/Death Metal,active,Spain,http://www.abstractemotions.com,Yes
10070,Abstract Media,,closed,,,
47715,Abstract Orchestrations,,active,United States,,
4823,Abstract Promotion,,closed,,,
35882,Abstract Records,,active,Venezuela,,
10071,Abstract Sounds,"Rock, Metal, Alternative, Hardcore",closed,United Kingdom,,
41519,Abstract Sounds Music,,unknown,,,
35395,Abstract USA,"Rock, Metal, Hardcore",closed,United States,,
34069,Abstractæon Records,Experimental/Progressive Metal/Rock,active,Argentina,https://devius.bandcamp.com/,Yes
56296,Abstraction,"Emo, Hardcore, Grindcore",closed,France,,
6474,Abstraction Communications,"Hardcore, Metalcore, Death Metal",closed,United Kingdom,,
37200,Abstrakte Wunden - Tonträgerproduktion,,active,Germany,https://www.facebook.com/AbstrakteWunden,
51542,Abstrakted Records,,active,Canada,https://design.bandcamp.com,Yes
10072,Abstrus,Black Metal,closed,,,
41798,Abstruse Eerie Radiance,,active,Belgium,,
35467,Abstruse Records,,active,,,
36749,Abominate Records,"Black Metal, Death Metal",active,United States,http://abominaterecords.blogspot.com,Yes
51773,Absurd Exposition,,active,Canada,,
2046,Absurd Records,"Thrash, Death Metal, and Grindcore",active,Brazil,http://www.absurd.com.br,
55977,Absurdic Insurgency,"Raw Black Metal, Dark Ambient",closed,Russia,,
44115,Absynth Theory,,active,,,
10076,Absynthe,,unknown,,,
21710,Absynthetic,,unknown,,,
10077,Abu Level,,unknown,Japan,,
37614,Abu yang Gosong Record,,active,Indonesia,,
2683,Abuelizer Productions,"Thrash, Death",unknown,Mexico,,
31868,Abulia Production,"Black Metal, Doom Metal",active,Russia,http://abuliaprod.narod.ru/,
10078,Abuse Records,,closed,United States,,
53954,Abuse Records,,closed,Belgium,,
62395,Abuse Records,Harsh noise,active,Canada,,
51133,Abused Recordingz,Hardcore / Crossbreed / Breakcore,active,Belgium,,
10079,Abusement Park,Death Metal,closed,,,
42682,Abusive Noise Tapes,"grindcore, hardcore, doom, sludge",active,Spain,http://www.facebook.com/AbusiveNoiseTapes/,
60382,Abutre Records,,active,Portugal,,
6475,ABV Pro,,unknown,,http://www.abvpro.com/,
46401,ABWTB,,active,United States,https://www.facebook.com/ABWTB-1522918044676926/,Yes
62310,Abydos Records,,active,United States,https://www.abydosproductions.net/,
62399,Abysmal Descent,,active,Colombia,,
1822,Abysmal Sounds,,active,Australia,http://abysmalsounds.bandcamp.com/,Yes
64798,Abysmal Studios,,unknown,Unknown,,
59401,Abysmic Records,,active,United States,,
58442,Abyss of Torture,Noise,active,Italy,,
403,Abyss Records,"Black, Death, Thrash, Doom",closed,United States,,
42276,Abyss Records,,closed,United States,,
50957,Abyssal Cult,"Black, Sludge, Doom",active,United Kingdom,https://www.abyssalcvlt.com/,Yes
46590,Abyssal Productions,,active,Greece,http://www.abyssalproductions.com,
55132,Abyssal Productions,Black Metal,active,United States,,
48501,Abyssal Sound Records,Black Metal,active,,https://abyssalsoundsrecords.bigcartel.com,Yes
52538,Abyssal Spectra,Black Metal,active,Spain,https://abyssalspectra.com/,Yes
40723,Abyssal Warfare Promotion,,active,Italy,,
63419,Abyssal Zone Productions,,closed,United Kingdom,,
47107,Abyssia,,active,Indonesia,,
33653,Abyssic Black Cult Records,Black Metal,active,Greece,https://www.facebook.com/abyssicblackcult/?fref=ts,Yes
31049,Abyssic Commune,,active,Australia,http://abyssiccommune.blogspot.com/,Yes
27050,Abyssmo Productions,"Black, Thrash, Death, Doom",active,Mexico,http://www.facebook.com/abyssmoprods,
31017,Abyssus Records,Death metal,unknown,United Kingdom,,
28976,AC Metalmeria,"Speed, Heavy, Thrash, Death",active,Spain,,
43335,ACA Records,,active,Romania,,
59478,Academy Record,,closed,"Korea, South",,
42761,ACB Music,,unknown,,,
36836,ACC,,unknown,Japan,,
4824,Accacia,,closed,,,
3842,Accelerating Blue Fish,,closed,Sweden,,
48382,Accelerator Records,,active,Denmark,http://www.acceleratorrecords.dk,Yes
6476,Accent Records,,closed,United States,,
10084,Accept,,closed,,,
10085,Accession Records,,active,Germany,http://www.accession-records.de,Yes
6477,Accessory Takes,,unknown,,,
3843,Accident Prone Records,,active,United States,http://accidentprone.org/,Yes
64557,Accidental Leather Records,,unknown,United States,,
310,Acclaim Records,"NSBM, Black, Doom Metal",active,Bulgaria,http://acclaimrecords.com/,
35166,Accord,,closed,France,,
24401,Accord Song,Various,active,Poland,,
58702,Accretion Disk,,unknown,,,
10086,Accretions,Doom Metal / Ambient,closed,,,
10087,Accurate,,closed,,,
10088,Accusabilis Records,Death Metal / Grindcore,closed,Poland,,
36786,ACD,,unknown,Austria,,
10089,Ace,Heavy Metal,closed,United Kingdom,,
10090,Ace Fu Records,Heavy Metal,closed,,,
25617,Absurd Creature Records,,active,Russia,http://absurdcreaturerecords.wordpress.com/,
33059,Ace Records,Heavy Metal,active,Italy,https://www.acerecordsroma.com/ace-records/,
37904,Ace Records,,unknown,Belgium,,
38943,Ace Records,Various styles,unknown,United Kingdom,http://www.acerecords.co.uk/,
47412,Ace Records Roma,,active,Italy,https://www.acerecordsroma.com/ace-records-roma/,
44241,Acedelica,,unknown,United States,,
51141,Acehole,,unknown,Germany,,
10091,Aceituno,,unknown,,,
31374,Acephale Winter Productions,"Black Metal, Dark Ambient",active,United States,http://acephalewinter.bandcamp.com/,Yes
3202,Acerbic Noise Development,,closed,United States,http://www.acerbicnoise.com/,Yes
48543,Acero,,unknown,Ecuador,,
57854,Acero Latino Records,,active,Puerto Rico,,
55444,Acero Total,,active,Colombia,,
40711,Aces Sky High,,active,Japan,,
48522,AceTheRaven Productions,,closed,United States,,
6480,Aceton Studio,Thrash Metal,closed,,,
51184,ACFM-Records,,active,Germany,https://www.acfm.info/,Yes
6481,Acheron,Black / Death Metal,closed,,,
41749,Acheron Records,,active,Czechia,,
46562,Acheronian Productions,,closed,United States,http://www.acheronianproductions.com/,
6482,Acherontas Promotions,Black Metal,active,Greece,http://acherontaspromotions.weebly.com/,Yes
32349,Achoymusic Group,,active,United States,,
49415,Achromatic Recordings,,active,,,
6478,Ace High,Stoner Metal,closed,United States,,
10093,Achyll,Heavy Metal,closed,,,
6483,Acid Bull Music,Death Metal,closed,United States,,
39347,Acid Casualty Productions,"Experimental, Noise, Industrial",active,United States,http://acidcasualtyproductions.com/,Yes
53739,Acid Corpse Records,,active,Sweden,,
31258,Acid Cosmonaut Records,"Doom, Stoner, Sludge",active,Italy,,
44023,Acid Farted Records,,unknown,Brazil,,
52573,Acid Head,,closed,Japan,,
45910,Acid House Records,,active,United States,,
35905,Acid Nightmare Records,,active,United Kingdom,,
29134,Acid Punx,,active,United States,,
31633,Acid Rat Records,speed/thrash/black,active,United States,http://www.acidratrecords.com/,
31767,Acid Redux Productions,Grindcore,active,United States,http://www.acidreduxproductions.com/,Yes
26172,Acid Reflux Records,Sludge / Doom Metal,active,United States,http://www.acidrefluxrecords.bigcartel.com/,Yes
10095,Acid Stings,,closed,,,
56454,Acid Swamp Records,,active,,,
50932,Acid Tears Records,,active,Germany,https://acidtearsrecords.jimdo.com/,Yes
55850,Acid Vicious,"Black Metal, Death Metal, Dark Ambient, Punk, Goregrind, Harsh Noise, Experimental",active,France,https://acidviciousfanzine.wixsite.com/shop,Yes
55231,Acid Wash Records,,active,United States,,
57744,Acid Witch Records,,changed name,United States,,
10097,AcidGrape,,unknown,,,
57870,Acidify Records,,active,United States,,
46522,Acidmen Records,,active,,,
10098,AcidMusic.2K2,Heavy Metal,closed,,,
30522,Ácido Blusérgico,,active,Mexico,http://www.acidoblusergico.com/,
44142,Acido Music,,active,Colombia,,
2684,Acido Producciones,Black / Death Metal,closed,Peru,https://web.archive.org/web/20080725051016/http://www.acidoproduccione,Yes
6484,AcidVictim Records,Black / Death Metal,closed,,,
10069,Absolutely Kosher Records,,closed,United States,http://www.absolutelykosher.com/,Yes
1653,Achtung! Records,"Black Metal, Pagan Metal",active,Netherlands,http://achtungrecords.nl,
35952,Academy Records,"Heavy, Power, Progressive Metal",closed,Italy,,
42073,Acier Doux,,active,,,
45119,Acit,,unknown,Brazil,,
10099,Äckelpensel,Black Metal,closed,,,
10100,Acker & Acker,Heavy Metal,closed,,,
27855,ACM Records,,active,United States,http://acmrecords.com/,Yes
37563,Acomp,,closed,Poland,,
33450,Acoustic Desaster Records,,active,Switzerland,http://www.acousticdesasterrecords.ch.vu/,Yes
6485,Acoustic Warfare,,closed,,,
59103,Acoustica,,closed,Bulgaria,,
62580,acproductions,,active,United States,https://www.acproductions.net,
55585,Acracore,"Hardcore punk, thrashcore, acrecore",unknown,Spain,,
62005,Acranius Records,,unknown,Argentina,,
27649,Acrid Production Records,,unknown,Germany,,
54564,Acrobat Records,,closed,United Kingdom,,
52767,Acronicta Records,,active,Argentina,http://www.acronictamastering.com.ar/,
4825,Acropole Records,,unknown,France,http://myspace.com/news_acropolerecords,
50124,Across Infernal Wastelands,,active,Mexico,https://www.facebook.com/Across-Infernal-Wastelands-383831785453839/,
38629,Across Music,,active,Japan,,
10104,Acrude Records,"Punk, Oi!, Ska, Hardcore",closed,France,,
40896,ACS Record,,unknown,Malaysia,,
52793,Act Music,,unknown,,,
37594,Act of Devil,,closed,Finland,,
6486,Act of Hate Records,"NSBM, Black Metal",active,Poland,,
46478,Act of Sin Records,,active,,http://www.actofsinrecords.eu/index.php,
25486,Act of Sodomy Productions,Black Metal,changed name,,,
53263,Acta Non Verba Rex,"NSBM, RAC",active,Brazil,,
6487,Actcom,,closed,Finland,,
34585,Acteon Records,"Black Metal, Hardcore",active,United States,http://acteon.bigcartel.com/,
36165,Action Label Productions,,unknown,Italy,,
50822,Action Now!,Dawn Ray'd's music,unknown,United Kingdom,,
53920,Activar Hazlotumismx,"Punk, Hardcore, Grindcore",active,Chile,https://w.facebook.com/pages/category/Society---Culture-Website/Activa,Yes
42614,Active,,closed,United Kingdom,,
24679,Active Entertainment,,unknown,France,,
10106,Active Mind,,unknown,,,
37223,Active Music Productions,"Hard Rock, Heavy Metal, AOR",closed,Sweden,,
10107,Active Rebellion,Crust Punk,active,United Kingdom,http://www.activerebellion.com/,Yes
296,Active Records,Heavy Metal,closed,United Kingdom,,
34037,Active Records Ac,,closed,France,,
63196,Active Shooter Records,"Brutal Death Metal, Goregrind, Grindcore",active,United States,https://activeshooterrecords.bandcamp.com/music,Yes
31732,Active Sounds Records,,closed,United Kingdom,,
4826,Active Time,"Punk, Hardcore, Rock",closed,Serbia,,
10109,Activist,,unknown,,,
29548,Actual Records,,active,Spain,,
64574,Actual Records,,active,United States,,
10111,Actual Size,Doom Metal,closed,,,
10112,Acuario,"Pop, Rock",closed,Spain,,
44488,Acuity Music,,active,,,
10113,Acusabilis,Death Metal / Grindcore,closed,,,
62772,Acústica,,active,Colombia,,
10115,Acustica Digital Studio,,closed,,,
57331,Ad Arma! Productions,,active,Russia,,
10116,Ad Astra Enterprises,Avant-Garde Black Metal,closed,Norway,,
32082,Ad Baculum Recs.,,active,Chile,,
31069,Ad Bellum Records,Black Metal,active,Brazil,http://www.adbellumrecords.com.br/,Yes
61522,Ad Inferos Prod.,,closed,Spain,,
50116,Ad Mortem,,active,Ecuador,,
50175,Ad Mortem Productions,,unknown,Colombia,,
51770,Ad Noctem Records,"Heavy, Thrash, Power, Gothic, Black, Death Metal",active,Italy,http://www.adnoctemrecords.com/,Yes
28664,Ad Noiseam,"Electronica, Drone, Jazz",active,Germany,http://www.adnoiseam.net/,Yes
10117,AD Studio Digital,,closed,,,
54991,Ad Victoriam,,active,Austria,,
6488,Ad-Inferos,Black Metal,closed,Spain,,
10118,ADA Müzik,"Pop, Rock, Metal, Folk",active,Türkiye,http://adamusic.com.tr/,
39639,ADA Sound Ltd.,,closed,Russia,,
42206,Adagio Records,,active,Mexico,,
6490,Adagio830 Records,,active,Germany,http://www.adagio830.de/,Yes
57136,Adam Records,,unknown,Croatia,,
29455,Adamant Blasts,"Black Metal, Hardcore Punk",active,United States,,
39809,Adapt Records,,active,United Kingdom,,
10120,Adarca Records,"Rock, Metal",unknown,France,http://www.adarca.com/,
56226,Adastra Records,,unknown,,,
56974,Addama,,active,Japan,,
10121,Addax Records,,unknown,United States,http://myspace.com/addaxrecords,
